(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(217145, -68, 4);[100, 10, 200, 100];410;קירק;57234;(4, 16, 35, 10, 57234);מקריבי;2;(4, 16, 35, 38, 217145);ואש יצאה מאת יהוה ותאכל את החמשים ומאתים איש מקריבי הקטרת
(216514, -67, 4);[100, 10, 200, 100];410;קירק;57072;(4, 16, 24, 8, 57072);קרח;1;(4, 16, 24, 28, 216514);דבר אל העדה לאמר העלו מסביב למשכן קרח דתן ואבירם
(185014, -66, 4);[100, 10, 200, 100];410;קירק;48905;(3, 27, 7, 12, 48905);שקל;2;(3, 27, 7, 40, 185014);ואם מבן ששים שנה ומעלה אם זכר והיה ערכך חמשה עשר שקל ולנקבה עשרה שקלים
(63160, -59, 4);[100, 10, 200, 100];410;קירק;16774;(1, 42, 4, 13, 16774);יקראנו;2;(1, 42, 4, 40, 63160);ואת בנימין אחי יוסף לא שלח יעקב את אחיו כי אמר פן יקראנו אסון
(50573, -53, 4);[100, 10, 200, 100];410;קירק;13479;(1, 34, 28, 4, 13479);בקרם;2;(1, 34, 28, 11, 50573);את צאנם ואת בקרם ואת חמריהם ואת אשר בעיר ואת אשר בשדה לקחו
(58488, -53, 4);[100, 10, 200, 100];410;קירק;15546;(1, 39, 17, 13, 15546);לצחק;4;(1, 39, 17, 51, 58488);ותדבר אליו כדברים האלה לאמר בא אלי העבד העברי אשר הבאת לנו לצחק בי
(282011, -53, 4);[100, 10, 200, 100];410;קירק;74008;(5, 20, 10, 2, 74008);תקרב;2;(5, 20, 10, 4, 282011);כי תקרב אל עיר להלחם עליה וקראת אליה לשלום
(25933, -51, 4);[100, 10, 200, 100];410;קירק;6917;(1, 21, 14, 3, 6917);בבקר;3;(1, 21, 14, 13, 25933);וישכם אברהם בבקר ויקח לחם וחמת מים ויתן אל הגר שם על שכמה ואת הילד וישלחה ותלך ותתע במדבר באר שבע
(52067, -49, 4);[100, 10, 200, 100];410;קירק;13873;(1, 35, 27, 2, 13873);יעקב;3;(1, 35, 27, 7, 52067);ויבא יעקב אל יצחק אביו ממרא קרית הארבע הוא חברון אשר גר שם אברהם ויצחק
(170705, -49, 4);[100, 10, 200, 100];410;קירק;45162;(3, 19, 12, 4, 45162);לשקר;3;(3, 19, 12, 15, 170705);ולא תשבעו בשמי לשקר וחללת את שם אלהיך אני יהוה
(234872, -49, 4);[100, 10, 200, 100];410;קירק;61877;(4, 27, 18, 5, 61877);קח;1;(4, 27, 18, 15, 234872);ויאמר יהוה אל משה קח לך את יהושע בן נון איש אשר רוח בו וסמכת את ידך עליו
(48178, -48, 4);[100, 10, 200, 100];410;קירק;12838;(1, 32, 33, 21, 12838);יעקב;3;(1, 32, 33, 62, 48178);על כן לא יאכלו בני ישראל את גיד הנשה אשר על כף הירך עד היום הזה כי נגע בכף ירך יעקב בגיד הנשה
(151987, -48, 4);[100, 10, 200, 100];410;קירק;40100;(3, 8, 23, 2, 40100);ויקח;3;(3, 8, 23, 8, 151987);וישחט ויקח משה מדמו ויתן על תנוך אזן אהרן הימנית ועל בהן ידו הימנית ועל בהן רגלו הימנית
(225949, -46, 4);[100, 10, 200, 100];410;קירק;59584;(4, 22, 13, 3, 59584);בבקר;3;(4, 22, 13, 11, 225949);ויקם בלעם בבקר ויאמר אל שרי בלק לכו אל ארצכם כי מאן יהוה לתתי להלך עמכם
(272019, -46, 4);[100, 10, 200, 100];410;קירק;71344;(5, 12, 23, 1, 71344);רק;2;(5, 12, 23, 2, 272019);רק חזק לבלתי אכל הדם כי הדם הוא הנפש ולא תאכל הנפש עם הבשר
(179052, -43, 4);[100, 10, 200, 100];410;קירק;47378;(3, 24, 11, 7, 47378);ויקלל;3;(3, 24, 11, 26, 179052);ויקב בן האשה הישראלית את השם ויקלל ויביאו אתו אל משה ושם אמו שלמית בת דברי למטה דן
(173757, -42, 4);[100, 10, 200, 100];410;קירק;45985;(3, 21, 7, 5, 45985);יקחו;2;(3, 21, 7, 15, 173757);אשה זנה וחללה לא יקחו ואשה גרושה מאישה לא יקחו כי קדש הוא לאלהיו
(281317, -38, 4);[100, 10, 200, 100];410;קירק;73825;(5, 19, 18, 8, 73825);שקר;2;(5, 19, 18, 29, 281317);ודרשו השפטים היטב והנה עד שקר העד שקר ענה באחיו
(151353, -34, 4);[100, 10, 200, 100];410;קירק;39930;(3, 8, 11, 17, 39930);לקדשם;2;(3, 8, 11, 58, 151353);ויז ממנו על המזבח שבע פעמים וימשח את המזבח ואת כל כליו ואת הכיר ואת כנו לקדשם
(184475, -32, 4);[100, 10, 200, 100];410;קירק;48766;(3, 26, 43, 18, 48766);חקתי;2;(3, 26, 43, 68, 184475);והארץ תעזב מהם ותרץ את שבתתיה בהשמה מהם והם ירצו את עונם יען וביען במשפטי מאסו ואת חקתי געלה נפשם
(38330, -31, 4);[100, 10, 200, 100];410;קירק;10187;(1, 27, 42, 2, 10187);לרבקה;4;(1, 27, 42, 8, 38330);ויגד לרבקה את דברי עשו בנה הגדל ותשלח ותקרא ליעקב בנה הקטן ותאמר אליו הנה עשו אחיך מתנחם לך להרגך
(131762, -31, 4);[100, 10, 200, 100];410;קירק;34795;(2, 35, 19, 8, 34795);הקדש;2;(2, 35, 19, 26, 131762);את בגדי השרד לשרת בקדש את בגדי הקדש לאהרן הכהן ואת בגדי בניו לכהן
(20851, -29, 4);[100, 10, 200, 100];410;קירק;5577;(1, 18, 8, 5, 5577);הבקר;3;(1, 18, 8, 18, 20851);ויקח חמאה וחלב ובן הבקר אשר עשה ויתן לפניהם והוא עמד עליהם תחת העץ ויאכלו
(37952, -29, 4);[100, 10, 200, 100];410;קירק;10086;(1, 27, 36, 6, 10086);ויעקבני;4;(1, 27, 36, 22, 37952);ויאמר הכי קרא שמו יעקב ויעקבני זה פעמים את בכרתי לקח והנה עתה לקח ברכתי ויאמר הלא אצלת לי ברכה
(42340, -27, 4);[100, 10, 200, 100];410;קירק;11287;(1, 30, 19, 7, 11287);ליעקב;4;(1, 30, 19, 23, 42340);ותהר עוד לאה ותלד בן ששי ליעקב
(215741, -26, 4);[100, 10, 200, 100];410;קירק;56868;(4, 16, 9, 10, 56868);להקריב;3;(4, 16, 9, 39, 215741);המעט מכם כי הבדיל אלהי ישראל אתכם מעדת ישראל להקריב אתכם אליו לעבד את עבדת משכן יהוה ולעמד לפני העדה לשרתם
(20836, -24, 4);[100, 10, 200, 100];410;קירק;5573;(1, 18, 8, 1, 5573);ויקח;3;(1, 18, 8, 3, 20836);ויקח חמאה וחלב ובן הבקר אשר עשה ויתן לפניהם והוא עמד עליהם תחת העץ ויאכלו
(16377, -21, 4);[100, 10, 200, 100];410;קירק;4391;(1, 14, 7, 7, 4391);קדש;1;(1, 14, 7, 23, 16377);וישבו ויבאו אל עין משפט הוא קדש ויכו את כל שדה העמלקי וגם את האמרי הישב בחצצן תמר
(196705, -19, 4);[100, 10, 200, 100];410;קירק;51862;(4, 5, 27, 1, 51862);והשקה;4;(4, 5, 27, 4, 196705);והשקה את המים והיתה אם נטמאה ותמעל מעל באישה ובאו בה המים המאררים למרים וצבתה בטנה ונפלה ירכה והיתה האשה לאלה בקרב עמה
(113832, -18, 4);[100, 10, 200, 100];410;קירק;30126;(2, 25, 12, 1, 30126);ויצקת;4;(2, 25, 12, 4, 113832);ויצקת לו ארבע טבעת זהב ונתתה על ארבע פעמתיו ושתי טבעת על צלעו האחת ושתי טבעת על צלעו השנית
(129501, -16, 4);[100, 10, 200, 100];410;קירק;34185;(2, 34, 9, 11, 34185);בקרבנו;2;(2, 34, 9, 37, 129501);ויאמר אם נא מצאתי חן בעיניך אדני ילך נא אדני בקרבנו כי עם קשה ערף הוא וסלחת לעוננו ולחטאתנו ונחלתנו
(282287, -10, 4);[100, 10, 200, 100];410;קירק;74084;(5, 20, 16, 1, 74084);רק;2;(5, 20, 16, 2, 282287);רק מערי העמים האלה אשר יהוה אלהיך נתן לך נחלה לא תחיה כל נשמה
(112833, -4, 4);[100, 10, 200, 100];410;קירק;29870;(2, 24, 7, 4, 29870);ויקרא;3;(2, 24, 7, 15, 112833);ויקח ספר הברית ויקרא באזני העם ויאמרו כל אשר דבר יהוה נעשה ונשמע
(267953, -100, 4);[90, 200, 30, 10];330;צרלי;70312;(5, 10, 11, 12, 70312);הארץ;4;(5, 10, 11, 45, 267953);ויאמר יהוה אלי קום לך למסע לפני העם ויבאו ויירשו את הארץ אשר נשבעתי לאבתם לתת להם
(61561, -98, 4);[90, 200, 30, 10];330;צרלי;16338;(1, 41, 30, 10, 16338);מצרים;2;(1, 41, 30, 36, 61561);וקמו שבע שני רעב אחריהן ונשכח כל השבע בארץ מצרים וכלה הרעב את הארץ
(73630, -98, 4);[90, 200, 30, 10];330;צרלי;19458;(1, 47, 28, 4, 19458);מצרים;2;(1, 47, 28, 14, 73630);ויחי יעקב בארץ מצרים שבע עשרה שנה ויהי ימי יעקב שני חייו שבע שנים וארבעים ומאת שנה
(209400, -98, 4);[90, 200, 30, 10];330;צרלי;55186;(4, 12, 15, 3, 55186);מחוץ;4;(4, 12, 15, 13, 209400);ותסגר מרים מחוץ למחנה שבעת ימים והעם לא נסע עד האסף מרים
(259018, -97, 4);[90, 200, 30, 10];330;צרלי;68034;(5, 4, 42, 5, 68034);ירצח;3;(5, 4, 42, 16, 259018);לנס שמה רוצח אשר ירצח את רעהו בבלי דעת והוא לא שנא לו מתמל שלשם ונס אל אחת מן הערים האל וחי
(157298, -95, 4);[90, 200, 30, 10];330;צרלי;41518;(3, 11, 43, 2, 41518);תשקצו;4;(3, 11, 43, 6, 157298);אל תשקצו את נפשתיכם בכל השרץ השרץ ולא תטמאו בהם ונטמתם בם
(178608, -94, 4);[90, 200, 30, 10];330;צרלי;47268;(3, 24, 3, 1, 47268);מחוץ;4;(3, 24, 3, 4, 178608);מחוץ לפרכת העדת באהל מועד יערך אתו אהרן מערב עד בקר לפני יהוה תמיד חקת עולם לדרתיכם
(70063, -92, 4);[90, 200, 30, 10];330;צרלי;18537;(1, 45, 25, 2, 18537);ממצרים;3;(1, 45, 25, 8, 70063);ויעלו ממצרים ויבאו ארץ כנען אל יעקב אביהם
(280011, -92, 4);[90, 200, 30, 10];330;צרלי;73462;(5, 18, 18, 15, 73462);אצונו;2;(5, 18, 18, 55, 280011);נביא אקים להם מקרב אחיהם כמוך ונתתי דברי בפיו ודבר אליהם את כל אשר אצונו
(9884, -91, 4);[90, 200, 30, 10];330;צרלי;2650;(1, 8, 16, 1, 2650);צא;1;(1, 8, 16, 1, 9884);צא מן התבה אתה ואשתך ובניך ונשי בניך אתך
(186550, -91, 4);[90, 200, 30, 10];330;צרלי;49318;(4, 1, 3, 11, 49318);לצבאתם;2;(4, 1, 3, 40, 186550);מבן עשרים שנה ומעלה כל יצא צבא בישראל תפקדו אתם לצבאתם אתה ואהרן
(263187, -91, 4);[90, 200, 30, 10];330;צרלי;69100;(5, 7, 11, 3, 69100);המצוה;3;(5, 7, 11, 10, 263187);ושמרת את המצוה ואת החקים ואת המשפטים אשר אנכי מצוך היום לעשותם
(261056, -90, 4);[90, 200, 30, 10];330;צרלי;68576;(5, 5, 28, 9, 68576);המצוה;3;(5, 5, 28, 30, 261056);ואתה פה עמד עמדי ואדברה אליך את כל המצוה והחקים והמשפטים אשר תלמדם ועשו בארץ אשר אנכי נתן להם לרשתה
(24342, -89, 4);[90, 200, 30, 10];330;צרלי;6482;(1, 20, 1, 4, 6482);ארצה;3;(1, 20, 1, 15, 24342);ויסע משם אברהם ארצה הנגב וישב בין קדש ובין שור ויגר בגרר
(96314, -89, 4);[90, 200, 30, 10];330;צרלי;25411;(2, 12, 41, 2, 25411);מקץ;3;(2, 12, 41, 7, 96314);ויהי מקץ שלשים שנה וארבע מאות שנה ויהי בעצם היום הזה יצאו כל צבאות יהוה מארץ מצרים
(187123, -89, 4);[90, 200, 30, 10];330;צרלי;49453;(4, 1, 20, 21, 49453);צבא;1;(4, 1, 20, 85, 187123);ויהיו בני ראובן בכר ישראל תולדתם למשפחתם לבית אבתם במספר שמות לגלגלתם כל זכר מבן עשרים שנה ומעלה כל יצא צבא
(197942, -89, 4);[90, 200, 30, 10];330;צרלי;52196;(4, 6, 19, 9, 52196);מצה;2;(4, 6, 19, 30, 197942);ולקח הכהן את הזרע בשלה מן האיל וחלת מצה אחת מן הסל ורקיק מצה אחד ונתן על כפי הנזיר אחר התגלחו את נזרו
(46740, -87, 4);[90, 200, 30, 10];330;צרלי;12457;(1, 32, 6, 11, 12457);למצא;3;(1, 32, 6, 45, 46740);ויהי לי שור וחמור צאן ועבד ושפחה ואשלחה להגיד לאדני למצא חן בעיניך
(116857, -86, 4);[90, 200, 30, 10];330;צרלי;30866;(2, 26, 32, 7, 30866);מצפים;2;(2, 26, 32, 26, 116857);ונתתה אתה על ארבעה עמודי שטים מצפים זהב וויהם זהב על ארבעה אדני כסף
(239464, -86, 4);[90, 200, 30, 10];330;צרלי;63011;(4, 31, 3, 6, 63011);החלצו;4;(4, 31, 3, 21, 239464);וידבר משה אל העם לאמר החלצו מאתכם אנשים לצבא ויהיו על מדין לתת נקמת יהוה במדין
(40338, -85, 4);[90, 200, 30, 10];330;צרלי;10734;(1, 29, 10, 26, 10734);צאן;1;(1, 29, 10, 80, 40338);ויהי כאשר ראה יעקב את רחל בת לבן אחי אמו ואת צאן לבן אחי אמו ויגש יעקב ויגל את האבן מעל פי הבאר וישק את צאן לבן אחי אמו
(62158, -85, 4);[90, 200, 30, 10];330;צרלי;16500;(1, 41, 42, 20, 16500);צוארו;1;(1, 41, 42, 64, 62158);ויסר פרעה את טבעתו מעל ידו ויתן אתה על יד יוסף וילבש אתו בגדי שש וישם רבד הזהב על צוארו
(415, -84, 4);[90, 200, 30, 10];330;צרלי;107;(1, 1, 10, 4, 107);ארץ;3;(1, 1, 10, 18, 415);ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(5272, -83, 4);[90, 200, 30, 10];330;צרלי;1405;(1, 4, 23, 15, 1405);לפצעי;3;(1, 4, 23, 57, 5272);ויאמר למך לנשיו עדה וצלה שמען קולי נשי למך האזנה אמרתי כי איש הרגתי לפצעי וילד לחברתי
(10329, -83, 4);[90, 200, 30, 10];330;צרלי;2773;(1, 9, 1, 13, 2773);הארץ;4;(1, 9, 1, 47, 10329);ויברך אלהים את נח ואת בניו ויאמר להם פרו ורבו ומלאו את הארץ
(30958, -83, 4);[90, 200, 30, 10];330;צרלי;8272;(1, 24, 31, 7, 8272);בחוץ;4;(1, 24, 31, 27, 30958);ויאמר בוא ברוך יהוה למה תעמד בחוץ ואנכי פניתי הבית ומקום לגמלים
(126459, -83, 4);[90, 200, 30, 10];330;צרלי;33348;(2, 32, 13, 3, 33348);ליצחק;3;(2, 32, 13, 12, 126459);זכר לאברהם ליצחק ולישראל עבדיך אשר נשבעת להם בך ותדבר אלהם ארבה את זרעכם ככוכבי השמים וכל הארץ הזאת אשר אמרתי אתן לזרעכם ונחלו לעלם
(70576, -82, 4);[90, 200, 30, 10];330;צרלי;18671;(1, 46, 6, 8, 18671);בארץ;4;(1, 46, 6, 32, 70576);ויקחו את מקניהם ואת רכושם אשר רכשו בארץ כנען ויבאו מצרימה יעקב וכל זרעו אתו
(186349, -82, 4);[90, 200, 30, 10];330;צרלי;49265;(3, 27, 34, 2, 49265);המצות;3;(3, 27, 34, 6, 186349);אלה המצות אשר צוה יהוה את משה אל בני ישראל בהר סיני
(297265, -82, 4);[90, 200, 30, 10];330;צרלי;78022;(5, 30, 3, 12, 78022);הפיצך;4;(5, 30, 3, 47, 297265);ושב יהוה אלהיך את שבותך ורחמך ושב וקבצך מכל העמים אשר הפיצך יהוה אלהיך שמה
(25559, -81, 4);[90, 200, 30, 10];330;צרלי;6814;(1, 21, 5, 8, 6814);יצחק;2;(1, 21, 5, 25, 25559);ואברהם בן מאת שנה בהולד לו את יצחק בנו
(95984, -81, 4);[90, 200, 30, 10];330;צרלי;25326;(2, 12, 34, 6, 25326);יחמץ;4;(2, 12, 34, 20, 95984);וישא העם את בצקו טרם יחמץ משארתם צררת בשמלתם על שכמם
(185902, -81, 4);[90, 200, 30, 10];330;צרלי;49142;(3, 27, 24, 11, 49142);הארץ;4;(3, 27, 24, 43, 185902);בשנת היובל ישוב השדה לאשר קנהו מאתו לאשר לו אחזת הארץ
(97890, -79, 4);[90, 200, 30, 10];330;צרלי;25836;(2, 13, 19, 20, 25836);עצמתי;2;(2, 13, 19, 73, 97890);ויקח משה את עצמות יוסף עמו כי השבע השביע את בני ישראל לאמר פקד יפקד אלהים אתכם והעליתם את עצמתי מזה אתכם
(29679, -78, 4);[90, 200, 30, 10];330;צרלי;7928;(1, 24, 7, 8, 7928);ומארץ;5;(1, 24, 7, 33, 29679);יהוה אלהי השמים אשר לקחני מבית אבי ומארץ מולדתי ואשר דבר לי ואשר נשבע לי לאמר לזרעך אתן את הארץ הזאת הוא ישלח מלאכו לפניך ולקחת אשה לבני משם
(257672, -78, 4);[90, 200, 30, 10];330;צרלי;67690;(5, 4, 21, 14, 67690);הארץ;4;(5, 4, 21, 55, 257672);ויהוה התאנף בי על דבריכם וישבע לבלתי עברי את הירדן ולבלתי בא אל הארץ הטובה אשר יהוה אלהיך נתן לך נחלה
(86484, -77, 4);[90, 200, 30, 10];330;צרלי;22802;(2, 7, 3, 12, 22802);מצרים;2;(2, 7, 3, 43, 86484);ואני אקשה את לב פרעה והרביתי את אתתי ואת מופתי בארץ מצרים
(91114, -77, 4);[90, 200, 30, 10];330;צרלי;24018;(2, 9, 27, 11, 24018);הצדיק;2;(2, 9, 27, 48, 91114);וישלח פרעה ויקרא למשה ולאהרן ויאמר אלהם חטאתי הפעם יהוה הצדיק ואני ועמי הרשעים
(186530, -77, 4);[90, 200, 30, 10];330;צרלי;49313;(4, 1, 3, 6, 49313);יצא;2;(4, 1, 3, 20, 186530);מבן עשרים שנה ומעלה כל יצא צבא בישראל תפקדו אתם לצבאתם אתה ואהרן
(96191, -76, 4);[90, 200, 30, 10];330;צרלי;25379;(2, 12, 39, 3, 25379);הבצק;3;(2, 12, 39, 10, 96191);ויאפו את הבצק אשר הוציאו ממצרים עגת מצות כי לא חמץ כי גרשו ממצרים ולא יכלו להתמהמה וגם צדה לא עשו להם
(133854, -76, 4);[90, 200, 30, 10];330;צרלי;35322;(2, 36, 20, 5, 35322);עצי;2;(2, 36, 20, 19, 133854);ויעש את הקרשים למשכן עצי שטים עמדים
(174748, -74, 4);[90, 200, 30, 10];330;צרלי;46271;(3, 22, 4, 6, 46271);צרוע;1;(3, 22, 4, 19, 174748);איש איש מזרע אהרן והוא צרוע או זב בקדשים לא יאכל עד אשר יטהר והנגע בכל טמא נפש או איש אשר תצא ממנו שכבת זרע
(15730, -73, 4);[90, 200, 30, 10];330;צרלי;4218;(1, 13, 12, 3, 4218);בארץ;4;(1, 13, 12, 11, 15730);אברם ישב בארץ כנען ולוט ישב בערי הככר ויאהל עד סדם
(36601, -73, 4);[90, 200, 30, 10];330;צרלי;9724;(1, 27, 8, 7, 9724);מצוה;2;(1, 27, 8, 23, 36601);ועתה בני שמע בקלי לאשר אני מצוה אתך
(45783, -72, 4);[90, 200, 30, 10];330;צרלי;12206;(1, 31, 42, 7, 12206);יצחק;2;(1, 31, 42, 26, 45783);לולי אלהי אבי אלהי אברהם ופחד יצחק היה לי כי עתה ריקם שלחתני את עניי ואת יגיע כפי ראה אלהים ויוכח אמש
(113807, -72, 4);[90, 200, 30, 10];330;צרלי;30120;(2, 25, 11, 7, 30120);תצפנו;2;(2, 25, 11, 26, 113807);וצפית אתו זהב טהור מבית ומחוץ תצפנו ועשית עליו זר זהב סביב
(303679, -71, 4);[90, 200, 30, 10];330;צרלי;79678;(5, 33, 19, 7, 79678);צדק;1;(5, 33, 19, 23, 303679);עמים הר יקראו שם יזבחו זבחי צדק כי שפע ימים יינקו ושפני טמוני חול
(7426, -70, 4);[90, 200, 30, 10];330;צרלי;1986;(1, 6, 13, 11, 1986);הארץ;4;(1, 6, 13, 36, 7426);ויאמר אלהים לנח קץ כל בשר בא לפני כי מלאה הארץ חמס מפניהם והנני משחיתם את הארץ
(11186, -70, 4);[90, 200, 30, 10];330;צרלי;3011;(1, 9, 19, 6, 3011);נפצה;3;(1, 9, 19, 20, 11186);שלשה אלה בני נח ומאלה נפצה כל הארץ
(294161, -70, 4);[90, 200, 30, 10];330;צרלי;77225;(5, 28, 52, 15, 77225);ארצך;3;(5, 28, 52, 54, 294161);והצר לך בכל שעריך עד רדת חמתיך הגבהת והבצרות אשר אתה בטח בהן בכל ארצך והצר לך בכל שעריך בכל ארצך אשר נתן יהוה אלהיך לך
(21622, -69, 4);[90, 200, 30, 10];330;צרלי;5776;(1, 18, 24, 14, 5776);הצדיקם;2;(1, 18, 24, 53, 21622);אולי יש חמשים צדיקם בתוך העיר האף תספה ולא תשא למקום למען חמשים הצדיקם אשר בקרבה
(178493, -69, 4);[90, 200, 30, 10];330;צרלי;47237;(3, 23, 43, 13, 47237);מצרים;2;(3, 23, 43, 54, 178493);למען ידעו דרתיכם כי בסכות הושבתי את בני ישראל בהוציאי אותם מארץ מצרים אני יהוה אלהיכם
(20038, -67, 4);[90, 200, 30, 10];330;צרלי;5366;(1, 17, 19, 12, 5366);יצחק;2;(1, 17, 19, 40, 20038);ויאמר אלהים אבל שרה אשתך ילדת לך בן וקראת את שמו יצחק והקמתי את בריתי אתו לברית עולם לזרעו אחריו
(10049, -66, 4);[90, 200, 30, 10];330;צרלי;2696;(1, 8, 19, 10, 2696);הארץ;4;(1, 8, 19, 31, 10049);כל החיה כל הרמש וכל העוף כל רומש על הארץ למשפחתיהם יצאו מן התבה
(161570, -66, 4);[90, 200, 30, 10];330;צרלי;42686;(3, 14, 7, 11, 42686);הצפר;2;(3, 14, 7, 39, 161570);והזה על המטהר מן הצרעת שבע פעמים וטהרו ושלח את הצפר החיה על פני השדה
(214734, -66, 4);[90, 200, 30, 10];330;צרלי;56604;(4, 15, 31, 6, 56604);מצותו;2;(4, 15, 31, 17, 214734);כי דבר יהוה בזה ואת מצותו הפר הכרת תכרת הנפש ההוא עונה בה
(303419, -66, 4);[90, 200, 30, 10];330;צרלי;79615;(5, 33, 13, 5, 79615);ארצו;3;(5, 33, 13, 21, 303419);וליוסף אמר מברכת יהוה ארצו ממגד שמים מטל ומתהום רבצת תחת
(73166, -65, 4);[90, 200, 30, 10];330;צרלי;19340;(1, 47, 20, 10, 19340);מצרים;2;(1, 47, 20, 34, 73166);ויקן יוסף את כל אדמת מצרים לפרעה כי מכרו מצרים איש שדהו כי חזק עלהם הרעב ותהי הארץ לפרעה
(43570, -64, 4);[90, 200, 30, 10];330;צרלי;11608;(1, 30, 43, 1, 11608);ויפרץ;5;(1, 30, 43, 5, 43570);ויפרץ האיש מאד מאד ויהי לו צאן רבות ושפחות ועבדים וגמלים וחמרים
(194278, -64, 4);[90, 200, 30, 10];330;צרלי;51232;(4, 4, 30, 12, 51232);לצבא;2;(4, 4, 30, 41, 194278);מבן שלשים שנה ומעלה ועד בן חמשים שנה תפקדם כל הבא לצבא לעבד את עבדת אהל מועד
(114382, -63, 4);[90, 200, 30, 10];330;צרלי;30271;(2, 25, 23, 3, 30271);עצי;2;(2, 25, 23, 11, 114382);ועשית שלחן עצי שטים אמתים ארכו ואמה רחבו ואמה וחצי קמתו
(57147, -62, 4);[90, 200, 30, 10];330;צרלי;15195;(1, 38, 23, 14, 15195);מצאתה;2;(1, 38, 23, 48, 57147);ויאמר יהודה תקח לה פן נהיה לבוז הנה שלחתי הגדי הזה ואתה לא מצאתה
(82140, -62, 4);[90, 200, 30, 10];330;צרלי;21661;(2, 4, 6, 12, 21661);ויוצאה;4;(2, 4, 6, 43, 82140);ויאמר יהוה לו עוד הבא נא ידך בחיקך ויבא ידו בחיקו ויוצאה והנה ידו מצרעת כשלג
