(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(624, -66, 4);[100, 200, 10, 100];410;קירק;164;(1, 1, 14, 5, 164);ברקיע;3;(1, 1, 14, 20, 624);ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(149031, -64, 4);[100, 200, 10, 100];410;קירק;39318;(3, 7, 2, 11, 39318);יזרק;4;(3, 7, 2, 40, 149031);במקום אשר ישחטו את העלה ישחטו את האשם ואת דמו יזרק על המזבח סביב
(18384, -61, 4);[100, 200, 10, 100];410;קירק;4930;(1, 16, 2, 19, 4930);לקול;2;(1, 16, 2, 66, 18384);ותאמר שרי אל אברם הנה נא עצרני יהוה מלדת בא נא אל שפחתי אולי אבנה ממנה וישמע אברם לקול שרי
(176618, -59, 4);[100, 200, 10, 100];410;קירק;46777;(3, 23, 10, 22, 46777);קצירכם;1;(3, 23, 10, 76, 176618);דבר אל בני ישראל ואמרת אלהם כי תבאו אל הארץ אשר אני נתן לכם וקצרתם את קצירה והבאתם את עמר ראשית קצירכם אל הכהן
(21376, -58, 4);[100, 200, 10, 100];410;קירק;5712;(1, 18, 19, 15, 5712);צדקה;3;(1, 18, 19, 57, 21376);כי ידעתיו למען אשר יצוה את בניו ואת ביתו אחריו ושמרו דרך יהוה לעשות צדקה ומשפט למען הביא יהוה על אברהם את אשר דבר עליו
(135842, -58, 4);[100, 200, 10, 100];410;קירק;35817;(2, 37, 22, 6, 35817);מקשה;2;(2, 37, 22, 24, 135842);כפתריהם וקנתם ממנה היו כלה מקשה אחת זהב טהור
(34860, -55, 4);[100, 200, 10, 100];410;קירק;9277;(1, 26, 8, 16, 9277);מצחק;4;(1, 26, 8, 63, 34860);ויהי כי ארכו לו שם הימים וישקף אבימלך מלך פלשתים בעד החלון וירא והנה יצחק מצחק את רבקה אשתו
(198496, -55, 4);[100, 200, 10, 100];410;קירק;52345;(4, 7, 3, 18, 52345);ויקריבו;3;(4, 7, 3, 65, 198496);ויביאו את קרבנם לפני יהוה שש עגלת צב ושני עשר בקר עגלה על שני הנשאים ושור לאחד ויקריבו אותם לפני המשכן
(27331, -54, 4);[100, 200, 10, 100];410;קירק;7294;(1, 22, 6, 8, 7294);יצחק;4;(1, 22, 6, 28, 27331);ויקח אברהם את עצי העלה וישם על יצחק בנו ויקח בידו את האש ואת המאכלת וילכו שניהם יחדו
(49281, -54, 4);[100, 200, 10, 100];410;קירק;13132;(1, 34, 3, 1, 13132);ותדבק;5;(1, 34, 3, 5, 49281);ותדבק נפשו בדינה בת יעקב ויאהב את הנער וידבר על לב הנער
(150706, -54, 4);[100, 200, 10, 100];410;קירק;39752;(3, 7, 36, 12, 39752);חקת;2;(3, 7, 36, 40, 150706);אשר צוה יהוה לתת להם ביום משחו אתם מאת בני ישראל חקת עולם לדרתם
(193860, -53, 4);[100, 200, 10, 100];410;קירק;51122;(4, 4, 23, 9, 51122);תפקד;3;(4, 4, 23, 31, 193860);מבן שלשים שנה ומעלה עד בן חמשים שנה תפקד אותם כל הבא לצבא צבא לעבד עבדה באהל מועד
(17226, -51, 4);[100, 200, 10, 100];410;קירק;4617;(1, 14, 23, 7, 4617);אקח;2;(1, 14, 23, 21, 17226);אם מחוט ועד שרוך נעל ואם אקח מכל אשר לך ולא תאמר אני העשרתי את אברם
(7694, -47, 4);[100, 200, 10, 100];410;קירק;2058;(1, 6, 18, 1, 2058);והקמתי;3;(1, 6, 18, 3, 7694);והקמתי את בריתי אתך ובאת אל התבה אתה ובניך ואשתך ונשי בניך אתך
(35277, -43, 4);[100, 200, 10, 100];410;קירק;9384;(1, 26, 17, 3, 9384);יצחק;4;(1, 26, 17, 11, 35277);וילך משם יצחק ויחן בנחל גרר וישב שם
(177336, -42, 4);[100, 200, 10, 100];410;קירק;46948;(3, 23, 22, 10, 46948);ולקט;3;(3, 23, 22, 38, 177336);ובקצרכם את קציר ארצכם לא תכלה פאת שדך בקצרך ולקט קצירך לא תלקט לעני ולגר תעזב אתם אני יהוה אלהיכם
(251139, -38, 4);[100, 200, 10, 100];410;קירק;65994;(5, 1, 22, 1, 65994);ותקרבון;3;(5, 1, 22, 3, 251139);ותקרבון אלי כלכם ותאמרו נשלחה אנשים לפנינו ויחפרו לנו את הארץ וישבו אתנו דבר את הדרך אשר נעלה בה ואת הערים אשר נבא אליהן
(229986, -36, 4);[100, 200, 10, 100];410;קירק;60683;(4, 24, 20, 9, 60683);עמלק;4;(4, 24, 20, 36, 229986);וירא את עמלק וישא משלו ויאמר ראשית גוים עמלק ואחריתו עדי אבד
(73921, -34, 4);[100, 200, 10, 100];410;קירק;19529;(1, 48, 1, 10, 19529);ויקח;3;(1, 48, 1, 41, 73921);ויהי אחרי הדברים האלה ויאמר ליוסף הנה אביך חלה ויקח את שני בניו עמו את מנשה ואת אפרים
(148450, -31, 4);[100, 200, 10, 100];410;קירק;39167;(3, 6, 13, 2, 39167);קרבן;1;(3, 6, 13, 3, 148450);זה קרבן אהרן ובניו אשר יקריבו ליהוה ביום המשח אתו עשירת האפה סלת מנחה תמיד מחציתה בבקר ומחציתה בערב
(142456, -30, 4);[100, 200, 10, 100];410;קירק;37554;(3, 1, 16, 9, 37554);קדמה;1;(3, 1, 16, 35, 142456);והסיר את מראתו בנצתה והשליך אתה אצל המזבח קדמה אל מקום הדשן
(134184, -27, 4);[100, 200, 10, 100];410;קירק;35404;(2, 36, 27, 6, 35404);קרשים;1;(2, 36, 27, 22, 134184);ולירכתי המשכן ימה עשה ששה קרשים
(376, -26, 4);[100, 200, 10, 100];410;קירק;98;(1, 1, 9, 8, 98);מקום;2;(1, 1, 9, 31, 376);ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(222226, -24, 4);[100, 200, 10, 100];410;קירק;58590;(4, 20, 8, 4, 58590);והקהל;3;(4, 20, 8, 11, 222226);קח את המטה והקהל את העדה אתה ואהרן אחיך ודברתם אל הסלע לעיניהם ונתן מימיו והוצאת להם מים מן הסלע והשקית את העדה ואת בעירם
(46997, -21, 4);[100, 200, 10, 100];410;קירק;12522;(1, 32, 11, 1, 12522);קטנתי;1;(1, 32, 11, 1, 46997);קטנתי מכל החסדים ומכל האמת אשר עשית את עבדך כי במקלי עברתי את הירדן הזה ועתה הייתי לשני מחנות
(215688, -21, 4);[100, 200, 10, 100];410;קירק;56854;(4, 16, 8, 4, 56854);קרח;1;(4, 16, 8, 11, 215688);ויאמר משה אל קרח שמעו נא בני לוי
(227773, -21, 4);[100, 200, 10, 100];410;קירק;60085;(4, 23, 4, 1, 60085);ויקר;3;(4, 23, 4, 3, 227773);ויקר אלהים אל בלעם ויאמר אליו את שבעת המזבחת ערכתי ואעל פר ואיל במזבח
(25429, -18, 4);[100, 200, 10, 100];410;קירק;6777;(1, 21, 2, 6, 6777);לזקניו;3;(1, 21, 2, 22, 25429);ותהר ותלד שרה לאברהם בן לזקניו למועד אשר דבר אתו אלהים
(123420, -18, 4);[100, 200, 10, 100];410;קירק;32550;(2, 30, 8, 8, 32550);קטרת;1;(2, 30, 8, 33, 123420);ובהעלת אהרן את הנרת בין הערבים יקטירנה קטרת תמיד לפני יהוה לדרתיכם
(171857, -18, 4);[100, 200, 10, 100];410;קירק;45476;(3, 19, 37, 4, 45476);חקתי;2;(3, 19, 37, 12, 171857);ושמרתם את כל חקתי ואת כל משפטי ועשיתם אתם אני יהוה
(60394, -17, 4);[100, 200, 10, 100];410;קירק;16039;(1, 41, 8, 2, 16039);בבקר;3;(1, 41, 8, 7, 60394);ויהי בבקר ותפעם רוחו וישלח ויקרא את כל חרטמי מצרים ואת כל חכמיה ויספר פרעה להם את חלמו ואין פותר אותם לפרעה
(81350, -17, 4);[100, 200, 10, 100];410;קירק;21465;(2, 3, 16, 4, 21465);זקני;2;(2, 3, 16, 11, 81350);לך ואספת את זקני ישראל ואמרת אלהם יהוה אלהי אבתיכם נראה אלי אלהי אברהם יצחק ויעקב לאמר פקד פקדתי אתכם ואת העשוי לכם במצרים
(35747, -11, 4);[100, 200, 10, 100];410;קירק;9505;(1, 26, 25, 13, 9505);יצחק;4;(1, 26, 25, 46, 35747);ויבן שם מזבח ויקרא בשם יהוה ויט שם אהלו ויכרו שם עבדי יצחק באר
(303564, -8, 4);[100, 200, 10, 100];410;קירק;79650;(5, 33, 17, 5, 79650);וקרני;2;(5, 33, 17, 15, 303564);בכור שורו הדר לו וקרני ראם קרניו בהם עמים ינגח יחדו אפסי ארץ והם רבבות אפרים והם אלפי מנשה
(26215, -6, 4);[100, 200, 10, 100];410;קירק;6997;(1, 21, 18, 5, 6997);והחזיקי;6;(1, 21, 18, 19, 26215);קומי שאי את הנער והחזיקי את ידך בו כי לגוי גדול אשימנו
(209338, -1, 4);[100, 200, 10, 100];410;קירק;55171;(4, 12, 14, 7, 55171);ירק;3;(4, 12, 14, 25, 209338);ויאמר יהוה אל משה ואביה ירק ירק בפניה הלא תכלם שבעת ימים תסגר שבעת ימים מחוץ למחנה ואחר תאסף
(8923, -99, 4);[10, 30, 200, 90];330;צרלי;2393;(1, 7, 20, 7, 2393);ויכסו;2;(1, 7, 20, 26, 8923);חמש עשרה אמה מלמעלה גברו המים ויכסו ההרים
(233911, -99, 4);[10, 30, 200, 90];330;צרלי;61619;(4, 26, 64, 13, 61619);ישראל;1;(4, 26, 64, 44, 233911);ובאלה לא היה איש מפקודי משה ואהרן הכהן אשר פקדו את בני ישראל במדבר סיני
(259377, -97, 4);[10, 30, 200, 90];330;צרלי;68130;(5, 4, 48, 9, 68130);שיאן;2;(5, 4, 48, 27, 259377);מערער אשר על שפת נחל ארנן ועד הר שיאן הוא חרמון
(95920, -96, 4);[10, 30, 200, 90];330;צרלי;25308;(2, 12, 32, 11, 25308);אתי;3;(2, 12, 32, 41, 95920);גם צאנכם גם בקרכם קחו כאשר דברתם ולכו וברכתם גם אתי
(179942, -96, 4);[10, 30, 200, 90];330;צרלי;47621;(3, 25, 8, 12, 47621);ימי;1;(3, 25, 8, 40, 179942);וספרת לך שבע שבתת שנים שבע שנים שבע פעמים והיו לך ימי שבע שבתת השנים תשע וארבעים שנה
(268997, -96, 4);[10, 30, 200, 90];330;צרלי;70582;(5, 11, 8, 8, 70582);היום;2;(5, 11, 8, 28, 268997);ושמרתם את כל המצוה אשר אנכי מצוך היום למען תחזקו ובאתם וירשתם את הארץ אשר אתם עברים שמה לרשתה
(48658, -95, 4);[10, 30, 200, 90];330;צרלי;12962;(1, 33, 10, 9, 12962);בעיניך;5;(1, 33, 10, 29, 48658);ויאמר יעקב אל נא אם נא מצאתי חן בעיניך ולקחת מנחתי מידי כי על כן ראיתי פניך כראת פני אלהים ותרצני
(694, -93, 4);[10, 30, 200, 90];330;צרלי;178;(1, 1, 15, 3, 178);ברקיע;4;(1, 1, 15, 14, 694);והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(98985, -92, 4);[10, 30, 200, 90];330;צרלי;26120;(2, 14, 17, 8, 26120);אחריהם;4;(2, 14, 17, 30, 98985);ואני הנני מחזק את לב מצרים ויבאו אחריהם ואכבדה בפרעה ובכל חילו ברכבו ובפרשיו
(211420, -92, 4);[10, 30, 200, 90];330;צרלי;55731;(4, 14, 10, 1, 55731);ויאמרו;2;(4, 14, 10, 2, 211420);ויאמרו כל העדה לרגום אתם באבנים וכבוד יהוה נראה באהל מועד אל כל בני ישראל
(223164, -92, 4);[10, 30, 200, 90];330;צרלי;58838;(4, 20, 24, 13, 58838);ישראל;1;(4, 20, 24, 39, 223164);יאסף אהרן אל עמיו כי לא יבא אל הארץ אשר נתתי לבני ישראל על אשר מריתם את פי למי מריבה
(246045, -92, 4);[10, 30, 200, 90];330;צרלי;64669;(4, 33, 55, 13, 64669);בעיניכם;5;(4, 33, 55, 53, 246045);ואם לא תורישו את ישבי הארץ מפניכם והיה אשר תותירו מהם לשכים בעיניכם ולצנינם בצדיכם וצררו אתכם על הארץ אשר אתם ישבים בה
(246810, -90, 4);[10, 30, 200, 90];330;צרלי;64867;(4, 34, 14, 13, 64867);וחצי;4;(4, 34, 14, 50, 246810);כי לקחו מטה בני הראובני לבית אבתם ומטה בני הגדי לבית אבתם וחצי מטה מנשה לקחו נחלתם
(4000, -89, 4);[10, 30, 200, 90];330;צרלי;1053;(1, 3, 21, 3, 1053);אלהים;4;(1, 3, 21, 12, 4000);ויעש יהוה אלהים לאדם ולאשתו כתנות עור וילבשם
(63198, -89, 4);[10, 30, 200, 90];330;צרלי;16783;(1, 42, 5, 8, 16783);היה;2;(1, 42, 5, 30, 63198);ויבאו בני ישראל לשבר בתוך הבאים כי היה הרעב בארץ כנען
(105656, -89, 4);[10, 30, 200, 90];330;צרלי;27889;(2, 19, 1, 12, 27889);סיני;2;(2, 19, 1, 47, 105656);בחדש השלישי לצאת בני ישראל מארץ מצרים ביום הזה באו מדבר סיני
(221877, -89, 4);[10, 30, 200, 90];330;צרלי;58498;(4, 20, 1, 1, 58498);ויבאו;2;(4, 20, 1, 2, 221877);ויבאו בני ישראל כל העדה מדבר צן בחדש הראשון וישב העם בקדש ותמת שם מרים ותקבר שם
(157583, -88, 4);[10, 30, 200, 90];330;צרלי;41590;(3, 12, 1, 1, 41590);וידבר;2;(3, 12, 1, 2, 157583);וידבר יהוה אל משה לאמר
(135040, -87, 4);[10, 30, 200, 90];330;צרלי;35617;(2, 37, 7, 8, 35617);משני;4;(2, 37, 7, 29, 135040);ויעש שני כרבים זהב מקשה עשה אתם משני קצות הכפרת
(86432, -86, 4);[10, 30, 200, 90];330;צרלי;22789;(2, 7, 2, 15, 22789);ישראל;1;(2, 7, 2, 47, 86432);אתה תדבר את כל אשר אצוך ואהרן אחיך ידבר אל פרעה ושלח את בני ישראל מארצו
(259155, -86, 4);[10, 30, 200, 90];330;צרלי;68073;(5, 4, 44, 8, 68073);ישראל;1;(5, 4, 44, 25, 259155);וזאת התורה אשר שם משה לפני בני ישראל
(9118, -84, 4);[10, 30, 200, 90];330;צרלי;2447;(1, 7, 24, 2, 2447);המים;3;(1, 7, 24, 9, 9118);ויגברו המים על הארץ חמשים ומאת יום
(81012, -84, 4);[10, 30, 200, 90];330;צרלי;21375;(2, 3, 11, 16, 21375);ממצרים;5;(2, 3, 11, 56, 81012);ויאמר משה אל האלהים מי אנכי כי אלך אל פרעה וכי אוציא את בני ישראל ממצרים
(88845, -84, 4);[10, 30, 200, 90];330;צרלי;23409;(2, 8, 16, 12, 23409);המימה;3;(2, 8, 16, 46, 88845);ויאמר יהוה אל משה השכם בבקר והתיצב לפני פרעה הנה יוצא המימה ואמרת אליו כה אמר יהוה שלח עמי ויעבדני
(101450, -83, 4);[10, 30, 200, 90];330;צרלי;26753;(2, 16, 5, 3, 26753);הששי;4;(2, 16, 5, 12, 101450);והיה ביום הששי והכינו את אשר יביאו והיה משנה על אשר ילקטו יום יום
(1574, -81, 4);[10, 30, 200, 90];330;צרלי;404;(1, 1, 30, 6, 404);השמים;4;(1, 1, 30, 22, 1574);ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(79105, -81, 4);[10, 30, 200, 90];330;צרלי;20876;(2, 2, 3, 4, 20876);הצפינו;4;(2, 2, 3, 14, 79105);ולא יכלה עוד הצפינו ותקח לו תבת גמא ותחמרה בחמר ובזפת ותשם בה את הילד ותשם בסוף על שפת היאר
(243305, -81, 4);[10, 30, 200, 90];330;צרלי;64003;(4, 32, 25, 12, 64003);אדני;4;(4, 32, 25, 45, 243305);ויאמר בני גד ובני ראובן אל משה לאמר עבדיך יעשו כאשר אדני מצוה
(1665, -80, 4);[10, 30, 200, 90];330;צרלי;433;(1, 1, 31, 14, 433);יום;1;(1, 1, 31, 44, 1665);וירא אלהים את כל אשר עשה והנה טוב מאד ויהי ערב ויהי בקר יום הששי
(62113, -80, 4);[10, 30, 200, 90];330;צרלי;16486;(1, 41, 42, 6, 16486);ידו;1;(1, 41, 42, 19, 62113);ויסר פרעה את טבעתו מעל ידו ויתן אתה על יד יוסף וילבש אתו בגדי שש וישם רבד הזהב על צוארו
(187479, -80, 4);[10, 30, 200, 90];330;צרלי;49537;(4, 1, 28, 2, 49537);יששכר;1;(4, 1, 28, 5, 187479);לבני יששכר תולדתם למשפחתם לבית אבתם במספר שמת מבן עשרים שנה ומעלה כל יצא צבא
(232731, -80, 4);[10, 30, 200, 90];330;צרלי;61342;(4, 26, 38, 10, 61342);לאחירם;4;(4, 26, 38, 49, 232731);בני בנימן למשפחתם לבלע משפחת הבלעי לאשבל משפחת האשבלי לאחירם משפחת האחירמי
(260564, -80, 4);[10, 30, 200, 90];330;צרלי;68443;(5, 5, 20, 15, 68443);וזקניכם;5;(5, 5, 20, 61, 260564);ויהי כשמעכם את הקול מתוך החשך וההר בער באש ותקרבון אלי כל ראשי שבטיכם וזקניכם
(276370, -79, 4);[10, 30, 200, 90];330;צרלי;72492;(5, 15, 20, 12, 72492);וביתך;3;(5, 15, 20, 48, 276370);לפני יהוה אלהיך תאכלנו שנה בשנה במקום אשר יבחר יהוה אתה וביתך
(7216, -78, 4);[10, 30, 200, 90];330;צרלי;1926;(1, 6, 7, 22, 1926);עשיתם;3;(1, 6, 7, 76, 7216);ויאמר יהוה אמחה את האדם אשר בראתי מעל פני האדמה מאדם עד בהמה עד רמש ועד עוף השמים כי נחמתי כי עשיתם
(157182, -77, 4);[10, 30, 200, 90];330;צרלי;41482;(3, 11, 40, 12, 41482);בגדיו;4;(3, 11, 40, 50, 157182);והאכל מנבלתה יכבס בגדיו וטמא עד הערב והנשא את נבלתה יכבס בגדיו וטמא עד הערב
(293079, -77, 4);[10, 30, 200, 90];330;צרלי;76939;(5, 28, 31, 3, 76939);לעיניך;5;(5, 28, 31, 13, 293079);שורך טבוח לעיניך ולא תאכל ממנו חמרך גזול מלפניך ולא ישוב לך צאנך נתנות לאיביך ואין לך מושיע
(84367, -76, 4);[10, 30, 200, 90];330;צרלי;22258;(2, 5, 16, 2, 22258);אין;2;(2, 5, 16, 5, 84367);תבן אין נתן לעבדיך ולבנים אמרים לנו עשו והנה עבדיך מכים וחטאת עמך
(97543, -75, 4);[10, 30, 200, 90];330;צרלי;25743;(2, 13, 15, 7, 25743);יהוה;1;(2, 13, 15, 26, 97543);ויהי כי הקשה פרעה לשלחנו ויהרג יהוה כל בכור בארץ מצרים מבכר אדם ועד בכור בהמה על כן אני זבח ליהוה כל פטר רחם הזכרים וכל בכור בני אפדה
(44754, -74, 4);[10, 30, 200, 90];330;צרלי;11927;(1, 31, 24, 1, 11927);ויבא;2;(1, 31, 24, 2, 44754);ויבא אלהים אל לבן הארמי בחלם הלילה ויאמר לו השמר לך פן תדבר עם יעקב מטוב עד רע
(245426, -73, 4);[10, 30, 200, 90];330;צרלי;64520;(4, 33, 41, 1, 64520);ויסעו;2;(4, 33, 41, 2, 245426);ויסעו מהר ההר ויחנו בצלמנה
(276538, -73, 4);[10, 30, 200, 90];330;צרלי;72536;(5, 16, 1, 14, 72536);אלהיך;4;(5, 16, 1, 57, 276538);שמור את חדש האביב ועשית פסח ליהוה אלהיך כי בחדש האביב הוציאך יהוה אלהיך ממצרים לילה
(294312, -73, 4);[10, 30, 200, 90];330;צרלי;77265;(5, 28, 54, 12, 77265);בניו;3;(5, 28, 54, 46, 294312);האיש הרך בך והענג מאד תרע עינו באחיו ובאשת חיקו וביתר בניו אשר יותיר
(100992, -70, 4);[10, 30, 200, 90];330;צרלי;26634;(2, 15, 26, 9, 26634);בעיניו;3;(2, 15, 26, 36, 100992);ויאמר אם שמוע תשמע לקול יהוה אלהיך והישר בעיניו תעשה והאזנת למצותיו ושמרת כל חקיו כל המחלה אשר שמתי במצרים לא אשים עליך כי אני יהוה רפאך
(123271, -70, 4);[10, 30, 200, 90];330;צרלי;32512;(2, 30, 5, 6, 32512);וצפית;4;(2, 30, 5, 23, 123271);ועשית את הבדים עצי שטים וצפית אתם זהב
(208148, -70, 4);[10, 30, 200, 90];330;צרלי;54856;(4, 11, 25, 18, 54856);עליהם;3;(4, 11, 25, 70, 208148);וירד יהוה בענן וידבר אליו ויאצל מן הרוח אשר עליו ויתן על שבעים איש הזקנים ויהי כנוח עליהם הרוח ויתנבאו ולא יספו
(59093, -69, 4);[10, 30, 200, 90];330;צרלי;15706;(1, 40, 5, 18, 15706);בבית;3;(1, 40, 5, 77, 59093);ויחלמו חלום שניהם איש חלמו בלילה אחד איש כפתרון חלמו המשקה והאפה אשר למלך מצרים אשר אסורים בבית הסהר
(63483, -69, 4);[10, 30, 200, 90];330;צרלי;16855;(1, 42, 11, 2, 16855);בני;3;(1, 42, 11, 7, 63483);כלנו בני איש אחד נחנו כנים אנחנו לא היו עבדיך מרגלים
(22073, -68, 4);[10, 30, 200, 90];330;צרלי;5888;(1, 18, 31, 16, 5888);העשרים;5;(1, 18, 31, 65, 22073);ויאמר הנה נא הואלתי לדבר אל אדני אולי ימצאון שם עשרים ויאמר לא אשחית בעבור העשרים
(88878, -68, 4);[10, 30, 200, 90];330;צרלי;23417;(2, 8, 16, 20, 23417);ויעבדני;7;(2, 8, 16, 79, 88878);ויאמר יהוה אל משה השכם בבקר והתיצב לפני פרעה הנה יוצא המימה ואמרת אליו כה אמר יהוה שלח עמי ויעבדני
(164321, -67, 4);[10, 30, 200, 90];330;צרלי;43427;(3, 15, 2, 3, 43427);בני;3;(3, 15, 2, 9, 164321);דברו אל בני ישראל ואמרתם אלהם איש איש כי יהיה זב מבשרו זובו טמא הוא
(256983, -67, 4);[10, 30, 200, 90];330;צרלי;67515;(5, 4, 10, 21, 67515);אתי;3;(5, 4, 10, 78, 256983);יום אשר עמדת לפני יהוה אלהיך בחרב באמר יהוה אלי הקהל לי את העם ואשמעם את דברי אשר ילמדון ליראה אתי כל הימים אשר הם חיים על האדמה ואת בניהם ילמדון
(93753, -66, 4);[10, 30, 200, 90];330;צרלי;24739;(2, 11, 7, 19, 24739);ישראל;1;(2, 11, 7, 70, 93753);ולכל בני ישראל לא יחרץ כלב לשנו למאיש ועד בהמה למען תדעון אשר יפלה יהוה בין מצרים ובין ישראל
(92085, -64, 4);[10, 30, 200, 90];330;צרלי;24279;(2, 10, 8, 13, 24279);יהוה;1;(2, 10, 8, 42, 92085);ויושב את משה ואת אהרן אל פרעה ויאמר אלהם לכו עבדו את יהוה אלהיכם מי ומי ההלכים
(72154, -63, 4);[10, 30, 200, 90];330;צרלי;19076;(1, 47, 5, 4, 19076);יוסף;1;(1, 47, 5, 12, 72154);ויאמר פרעה אל יוסף לאמר אביך ואחיך באו אליך
