(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(106502, 68, 4);[100, 200, 10, 100];410;קירק;28120;(2, 19, 16, 15, 28120);חזק;3;(2, 19, 16, 56, 106502);ויהי ביום השלישי בהית הבקר ויהי קלת וברקים וענן כבד על ההר וקל שפר חזק מאד ויחרד כל העם אשר במחנה
(216941, 68, 4);[100, 200, 10, 100];410;קירק;57181;(4, 16, 31, 8, 57181);ותבקע;4;(4, 16, 31, 31, 216941);ויהי ככלתו לדבר את כל הדברים האלה ותבקע האדמה אשר תחתיהם
(253078, 70, 4);[100, 200, 10, 100];410;קירק;66491;(5, 2, 11, 7, 66491);יקראו;2;(5, 2, 11, 29, 253078);רפאים יחשבו אף הם כענקים והמאבים יקראו להם אמים
(156770, 71, 4);[100, 200, 10, 100];410;קירק;41369;(3, 11, 32, 16, 41369);שק;2;(3, 11, 32, 46, 156770);וכל אשר יפל עליו מהם במתם יטמא מכל כלי עץ או בגד או עור או שק כל כלי אשר יעשה מלאכה בהם במים יובא וטמא עד הערב וטהר
(28204, 79, 4);[100, 200, 10, 100];410;קירק;7526;(1, 22, 21, 8, 7526);קמואל;1;(1, 22, 21, 23, 28204);את עוץ בכרו ואת בוז אחיו ואת קמואל אבי ארם
(112621, 84, 4);[100, 200, 10, 100];410;קירק;29816;(2, 24, 3, 15, 29816);קול;1;(2, 24, 3, 49, 112621);ויבא משה ויספר לעם את כל דברי יהוה ואת כל המשפטים ויען כל העם קול אחד ויאמרו כל הדברים אשר דבר יהוה נעשה
(291603, 84, 4);[100, 200, 10, 100];410;קירק;76571;(5, 28, 2, 9, 76571);בקול;2;(5, 28, 2, 34, 291603);ובאו עליך כל הברכות האלה והשיגך כי תשמע בקול יהוה אלהיך
(159629, 86, 4);[100, 200, 10, 100];410;קירק;42142;(3, 13, 30, 22, 42142);הזקן;3;(3, 13, 30, 73, 159629);וראה הכהן את הנגע והנה מראהו עמק מן העור ובו שער צהב דק וטמא אתו הכהן נתק הוא צרעת הראש או הזקן הוא
(274021, 87, 4);[100, 200, 10, 100];410;קירק;71865;(5, 14, 5, 4, 71865);ואקו;3;(5, 14, 5, 16, 274021);איל וצבי ויחמור ואקו ודישן ותאו וזמר
(47190, 88, 4);[100, 200, 10, 100];410;קירק;12575;(1, 32, 14, 5, 12575);ויקח;3;(1, 32, 14, 18, 47190);וילן שם בלילה ההוא ויקח מן הבא בידו מנחה לעשו אחיו
(51653, 89, 4);[100, 200, 10, 100];410;קירק;13765;(1, 35, 16, 12, 13765);ותקש;3;(1, 35, 16, 45, 51653);ויסעו מבית אל ויהי עוד כברת הארץ לבוא אפרתה ותלד רחל ותקש בלדתה
(46574, 95, 4);[100, 200, 10, 100];410;קירק;12414;(1, 32, 3, 8, 12414);ויקרא;3;(1, 32, 3, 30, 46574);ויאמר יעקב כאשר ראם מחנה אלהים זה ויקרא שם המקום ההוא מחנים
(283714, 96, 4);[100, 200, 10, 100];410;קירק;74469;(5, 21, 19, 12, 74469);מקמו;2;(5, 21, 19, 43, 283714);ותפשו בו אביו ואמו והוציאו אתו אל זקני עירו ואל שער מקמו
(73223, 97, 4);[100, 200, 10, 100];410;קירק;19355;(1, 47, 21, 6, 19355);מקצה;2;(1, 47, 21, 21, 73223);ואת העם העביר אתו לערים מקצה גבול מצרים ועד קצהו
(263111, 3, 4);[10, 30, 200, 90];330;צרלי;69081;(5, 7, 9, 12, 69081);לאהביו;5;(5, 7, 9, 51, 263111);וידעת כי יהוה אלהיך הוא האלהים האל הנאמן שמר הברית והחסד לאהביו ולשמרי מצותו לאלף דור
(94550, 4, 4);[10, 30, 200, 90];330;צרלי;24952;(2, 12, 12, 6, 24952);והכיתי;4;(2, 12, 12, 27, 94550);ועברתי בארץ מצרים בלילה הזה והכיתי כל בכור בארץ מצרים מאדם ועד בהמה ובכל אלהי מצרים אעשה שפטים אני יהוה
(210797, 4, 4);[10, 30, 200, 90];330;צרלי;55564;(4, 13, 32, 9, 55564);ישראל;1;(4, 13, 32, 28, 210797);ויציאו דבת הארץ אשר תרו אתה אל בני ישראל לאמר הארץ אשר עברנו בה לתור אתה ארץ אכלת יושביה הוא וכל העם אשר ראינו בתוכה אנשי מדות
(211248, 4, 4);[10, 30, 200, 90];330;צרלי;55682;(4, 14, 7, 6, 55682);ישראל;1;(4, 14, 7, 17, 211248);ויאמרו אל כל עדת בני ישראל לאמר הארץ אשר עברנו בה לתור אתה טובה הארץ מאד מאד
(112101, 5, 4);[10, 30, 200, 90];330;צרלי;29676;(2, 23, 26, 2, 29676);תהיה;3;(2, 23, 26, 5, 112101);לא תהיה משכלה ועקרה בארצך את מספר ימיך אמלא
(264686, 5, 4);[10, 30, 200, 90];330;צרלי;69485;(5, 8, 9, 14, 69485);אבניה;4;(5, 8, 9, 43, 264686);ארץ אשר לא במסכנת תאכל בה לחם לא תחסר כל בה ארץ אשר אבניה ברזל ומהרריה תחצב נחשת
(279057, 5, 4);[10, 30, 200, 90];330;צרלי;73209;(5, 17, 20, 4, 73209);מאחיו;4;(5, 17, 20, 16, 279057);לבלתי רום לבבו מאחיו ולבלתי סור מן המצוה ימין ושמאול למען יאריך ימים על ממלכתו הוא ובניו בקרב ישראל
(11104, 6, 4);[10, 30, 200, 90];330;צרלי;2986;(1, 9, 17, 10, 2986);ביני;4;(1, 9, 17, 37, 11104);ויאמר אלהים אל נח זאת אות הברית אשר הקמתי ביני ובין כל בשר אשר על הארץ
(87376, 6, 4);[10, 30, 200, 90];330;צרלי;23039;(2, 7, 19, 27, 23039);והיה;3;(2, 7, 19, 95, 87376);ויאמר יהוה אל משה אמר אל אהרן קח מטך ונטה ידך על מימי מצרים על נהרתם על יאריהם ועל אגמיהם ועל כל מקוה מימיהם ויהיו דם והיה דם בכל ארץ מצרים ובעצים ובאבנים
(78906, 8, 4);[10, 30, 200, 90];330;צרלי;20824;(2, 1, 20, 1, 20824);וייטב;3;(2, 1, 20, 3, 78906);וייטב אלהים למילדת וירב העם ויעצמו מאד
(242402, 8, 4);[10, 30, 200, 90];330;צרלי;63774;(4, 32, 9, 1, 63774);ויעלו;2;(4, 32, 9, 2, 242402);ויעלו עד נחל אשכול ויראו את הארץ ויניאו את לב בני ישראל לבלתי בא אל הארץ אשר נתן להם יהוה
(75777, 9, 4);[10, 30, 200, 90];330;צרלי;20007;(1, 49, 13, 7, 20007);אנית;3;(1, 49, 13, 28, 75777);זבולן לחוף ימים ישכן והוא לחוף אנית וירכתו על צידן
(90951, 9, 4);[10, 30, 200, 90];330;צרלי;23971;(2, 9, 24, 15, 23971);מצרים;4;(2, 9, 24, 52, 90951);ויהי ברד ואש מתלקחת בתוך הברד כבד מאד אשר לא היה כמהו בכל ארץ מצרים מאז היתה לגוי
(208873, 9, 4);[10, 30, 200, 90];330;צרלי;55044;(4, 12, 4, 2, 55044);יהוה;1;(4, 12, 4, 6, 208873);ויאמר יהוה פתאם אל משה ואל אהרן ואל מרים צאו שלשתכם אל אהל מועד ויצאו שלשתם
(39291, 10, 4);[10, 30, 200, 90];330;צרלי;10449;(1, 28, 13, 17, 10449);עליה;3;(1, 28, 13, 65, 39291);והנה יהוה נצב עליו ויאמר אני יהוה אלהי אברהם אביך ואלהי יצחק הארץ אשר אתה שכב עליה לך אתננה ולזרעך
(152754, 11, 4);[10, 30, 200, 90];330;צרלי;40309;(3, 8, 33, 13, 40309);כי;2;(3, 8, 33, 46, 152754);ומפתח אהל מועד לא תצאו שבעת ימים עד יום מלאת ימי מלאיכם כי שבעת ימים ימלא את ידכם
(62262, 12, 4);[10, 30, 200, 90];330;צרלי;16527;(1, 41, 44, 12, 16527);ידו;1;(1, 41, 44, 41, 62262);ויאמר פרעה אל יוסף אני פרעה ובלעדיך לא ירים איש את ידו ואת רגלו בכל ארץ מצרים
(104487, 12, 4);[10, 30, 200, 90];330;צרלי;27563;(2, 18, 8, 10, 27563);ולמצרים;6;(2, 18, 8, 38, 104487);ויספר משה לחתנו את כל אשר עשה יהוה לפרעה ולמצרים על אודת ישראל את כל התלאה אשר מצאתם בדרך ויצלם יהוה
(271080, 12, 4);[10, 30, 200, 90];330;צרלי;71107;(5, 12, 9, 11, 71107);יהוה;1;(5, 12, 9, 33, 271080);כי לא באתם עד עתה אל המנוחה ואל הנחלה אשר יהוה אלהיך נתן לך
(276283, 12, 4);[10, 30, 200, 90];330;צרלי;72470;(5, 15, 19, 8, 72470);תקדיש;4;(5, 15, 19, 33, 276283);כל הבכור אשר יולד בבקרך ובצאנך הזכר תקדיש ליהוה אלהיך לא תעבד בבכר שורך ולא תגז בכור צאנך
(97718, 14, 4);[10, 30, 200, 90];330;צרלי;25790;(2, 13, 17, 12, 25790);כי;2;(2, 13, 17, 42, 97718);ויהי בשלח פרעה את העם ולא נחם אלהים דרך ארץ פלשתים כי קרוב הוא כי אמר אלהים פן ינחם העם בראתם מלחמה ושבו מצרימה
(246879, 14, 4);[10, 30, 200, 90];330;צרלי;64884;(4, 34, 16, 2, 64884);יהוה;1;(4, 34, 16, 6, 246879);וידבר יהוה אל משה לאמר
(293584, 14, 4);[10, 30, 200, 90];330;צרלי;77070;(5, 28, 41, 3, 77070);תוליד;4;(5, 28, 41, 13, 293584);בנים ובנות תוליד ולא יהיו לך כי ילכו בשבי
(5227, 15, 4);[10, 30, 200, 90];330;צרלי;1393;(1, 4, 23, 3, 1393);לנשיו;4;(1, 4, 23, 12, 5227);ויאמר למך לנשיו עדה וצלה שמען קולי נשי למך האזנה אמרתי כי איש הרגתי לפצעי וילד לחברתי
(50520, 15, 4);[10, 30, 200, 90];330;צרלי;13465;(1, 34, 26, 14, 13465);ויצאו;2;(1, 34, 26, 46, 50520);ואת חמור ואת שכם בנו הרגו לפי חרב ויקחו את דינה מבית שכם ויצאו
(92442, 15, 4);[10, 30, 200, 90];330;צרלי;24375;(2, 10, 13, 21, 24375);הקדים;4;(2, 10, 13, 74, 92442);ויט משה את מטהו על ארץ מצרים ויהוה נהג רוח קדים בארץ כל היום ההוא וכל הלילה הבקר היה ורוח הקדים נשא את הארבה
(186484, 16, 4);[10, 30, 200, 90];330;צרלי;49301;(4, 1, 2, 9, 49301);לבית;3;(4, 1, 2, 31, 186484);שאו את ראש כל עדת בני ישראל למשפחתם לבית אבתם במספר שמות כל זכר לגלגלתם
(289791, 16, 4);[10, 30, 200, 90];330;צרלי;76094;(5, 26, 13, 10, 76094);נתתיו;4;(5, 26, 13, 40, 289791);ואמרת לפני יהוה אלהיך בערתי הקדש מן הבית וגם נתתיו ללוי ולגר ליתום ולאלמנה ככל מצותך אשר צויתני לא עברתי ממצותיך ולא שכחתי
(38959, 18, 4);[10, 30, 200, 90];330;צרלי;10364;(1, 28, 7, 2, 10364);יעקב;1;(1, 28, 7, 6, 38959);וישמע יעקב אל אביו ואל אמו וילך פדנה ארם
(106235, 18, 4);[10, 30, 200, 90];330;צרלי;28041;(2, 19, 11, 10, 28041);לעיני;5;(2, 19, 11, 42, 106235);והיו נכנים ליום השלישי כי ביום השלשי ירד יהוה לעיני כל העם על הר סיני
(129966, 20, 4);[10, 30, 200, 90];330;צרלי;34305;(2, 34, 16, 10, 34305);בניך;3;(2, 34, 16, 45, 129966);ולקחת מבנתיו לבניך וזנו בנתיו אחרי אלהיהן והזנו את בניך אחרי אלהיהן
(850, 22, 4);[10, 30, 200, 90];330;צרלי;214;(1, 1, 18, 4, 214);ולהבדיל;6;(1, 1, 18, 21, 850);ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(1913, 22, 4);[10, 30, 200, 90];330;צרלי;495;(1, 2, 5, 15, 495);יהוה;1;(1, 2, 5, 48, 1913);וכל שיח השדה טרם יהיה בארץ וכל עשב השדה טרם יצמח כי לא המטיר יהוה אלהים על הארץ ואדם אין לעבד את האדמה
(84683, 22, 4);[10, 30, 200, 90];330;צרלי;22336;(2, 5, 22, 5, 22336);ויאמר;2;(2, 5, 22, 15, 84683);וישב משה אל יהוה ויאמר אדני למה הרעתה לעם הזה למה זה שלחתני
(126068, 22, 4);[10, 30, 200, 90];330;צרלי;33245;(2, 32, 6, 11, 33245);ויקמו;2;(2, 32, 6, 47, 126068);וישכימו ממחרת ויעלו עלת ויגשו שלמים וישב העם לאכל ושתו ויקמו לצחק
(49159, 23, 4);[10, 30, 200, 90];330;צרלי;13100;(1, 33, 19, 15, 13100);קשיטה;3;(1, 33, 19, 49, 49159);ויקן את חלקת השדה אשר נטה שם אהלו מיד בני חמור אבי שכם במאה קשיטה
(72585, 23, 4);[10, 30, 200, 90];330;צרלי;19192;(1, 47, 13, 2, 19192);אין;2;(1, 47, 13, 6, 72585);ולחם אין בכל הארץ כי כבד הרעב מאד ותלה ארץ מצרים וארץ כנען מפני הרעב
(187463, 23, 4);[10, 30, 200, 90];330;צרלי;49532;(4, 1, 27, 5, 49532);ושבעים;5;(4, 1, 27, 25, 187463);פקדיהם למטה יהודה ארבעה ושבעים אלף ושש מאות
(188142, 23, 4);[10, 30, 200, 90];330;צרלי;49693;(4, 1, 41, 5, 49693);וארבעים;6;(4, 1, 41, 22, 188142);פקדיהם למטה אשר אחד וארבעים אלף וחמש מאות
(7615, 24, 4);[10, 30, 200, 90];330;צרלי;2035;(1, 6, 16, 14, 2035);ושלשים;5;(1, 6, 16, 58, 7615);צהר תעשה לתבה ואל אמה תכלנה מלמעלה ופתח התבה בצדה תשים תחתים שנים ושלשים תעשה
(101208, 25, 4);[10, 30, 200, 90];330;צרלי;26689;(2, 16, 2, 1, 26689);וילינו;2;(2, 16, 2, 2, 101208);וילינו כל עדת בני ישראל על משה ועל אהרן במדבר
(123870, 25, 4);[10, 30, 200, 90];330;צרלי;32666;(2, 30, 16, 15, 32666);לבני;4;(2, 30, 16, 55, 123870);ולקחת את כסף הכפרים מאת בני ישראל ונתת אתו על עבדת אהל מועד והיה לבני ישראל לזכרון לפני יהוה לכפר על נפשתיכם
(249146, 25, 4);[10, 30, 200, 90];330;צרלי;65492;(4, 36, 1, 21, 65492);לבני;4;(4, 36, 1, 89, 249146);ויקרבו ראשי האבות למשפחת בני גלעד בן מכיר בן מנשה ממשפחת בני יוסף וידברו לפני משה ולפני הנשאים ראשי אבות לבני ישראל
(160363, 26, 4);[10, 30, 200, 90];330;צרלי;42340;(3, 13, 45, 5, 42340);בגדיו;4;(3, 13, 45, 19, 160363);והצרוע אשר בו הנגע בגדיו יהיו פרמים וראשו יהיה פרוע ועל שפם יעטה וטמא טמא יקרא
(205864, 26, 4);[10, 30, 200, 90];330;צרלי;54248;(4, 10, 17, 7, 54248);מררי;4;(4, 10, 17, 31, 205864);והורד המשכן ונסעו בני גרשון ובני מררי נשאי המשכן
(243511, 26, 4);[10, 30, 200, 90];330;צרלי;64056;(4, 32, 29, 16, 64056);לפני;4;(4, 32, 29, 60, 243511);ויאמר משה אלהם אם יעברו בני גד ובני ראובן אתכם את הירדן כל חלוץ למלחמה לפני יהוה ונכבשה הארץ לפניכם ונתתם להם את ארץ הגלעד לאחזה
(44203, 27, 4);[10, 30, 200, 90];330;צרלי;11770;(1, 31, 12, 15, 11770);ראיתי;5;(1, 31, 12, 60, 44203);ויאמר שא נא עיניך וראה כל העתדים העלים על הצאן עקדים נקדים וברדים כי ראיתי את כל אשר לבן עשה לך
(112723, 27, 4);[10, 30, 200, 90];330;צרלי;29843;(2, 24, 4, 19, 29843);ישראל;1;(2, 24, 4, 69, 112723);ויכתב משה את כל דברי יהוה וישכם בבקר ויבן מזבח תחת ההר ושתים עשרה מצבה לשנים עשר שבטי ישראל
(92968, 28, 4);[10, 30, 200, 90];330;צרלי;24523;(2, 10, 23, 5, 24523);אחיו;3;(2, 10, 23, 13, 92968);לא ראו איש את אחיו ולא קמו איש מתחתיו שלשת ימים ולכל בני ישראל היה אור במושבתם
(62004, 29, 4);[10, 30, 200, 90];330;צרלי;16453;(1, 41, 39, 12, 16453);אין;2;(1, 41, 39, 42, 62004);ויאמר פרעה אל יוסף אחרי הודיע אלהים אותך את כל זאת אין נבון וחכם כמוך
(1010, 30, 4);[10, 30, 200, 90];330;צרלי;256;(1, 1, 21, 13, 256);המים;3;(1, 1, 21, 51, 1010);ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(19354, 30, 4);[10, 30, 200, 90];330;צרלי;5191;(1, 17, 7, 1, 5191);והקמתי;6;(1, 17, 7, 6, 19354);והקמתי את בריתי ביני ובינך ובין זרעך אחריך לדרתם לברית עולם להיות לך לאלהים ולזרעך אחריך
(25037, 30, 4);[10, 30, 200, 90];330;צרלי;6672;(1, 20, 13, 1, 6672);ויהי;2;(1, 20, 13, 2, 25037);ויהי כאשר התעו אתי אלהים מבית אבי ואמר לה זה חסדך אשר תעשי עמדי אל כל המקום אשר נבוא שמה אמרי לי אחי הוא
(103307, 30, 4);[10, 30, 200, 90];330;צרלי;27245;(2, 17, 2, 15, 27245);עמדי;4;(2, 17, 2, 55, 103307);וירב העם עם משה ויאמרו תנו לנו מים ונשתה ויאמר להם משה מה תריבון עמדי מה תנסון את יהוה
(16356, 31, 4);[10, 30, 200, 90];330;צרלי;4385;(1, 14, 7, 1, 4385);וישבו;2;(1, 14, 7, 2, 16356);וישבו ויבאו אל עין משפט הוא קדש ויכו את כל שדה העמלקי וגם את האמרי הישב בחצצן תמר
(73689, 31, 4);[10, 30, 200, 90];330;צרלי;19473;(1, 47, 29, 2, 19473);ימי;1;(1, 47, 29, 7, 73689);ויקרבו ימי ישראל למות ויקרא לבנו ליוסף ויאמר לו אם נא מצאתי חן בעיניך שים נא ידך תחת ירכי ועשית עמדי חסד ואמת אל נא תקברני במצרים
(96797, 32, 4);[10, 30, 200, 90];330;צרלי;25546;(2, 13, 1, 1, 25546);וידבר;2;(2, 13, 1, 2, 96797);וידבר יהוה אל משה לאמר
(213019, 32, 4);[10, 30, 200, 90];330;צרלי;56154;(4, 14, 40, 1, 56154);וישכמו;2;(4, 14, 40, 2, 213019);וישכמו בבקר ויעלו אל ראש ההר לאמר הננו ועלינו אל המקום אשר אמר יהוה כי חטאנו
(257098, 32, 4);[10, 30, 200, 90];330;צרלי;67545;(5, 4, 12, 7, 67545);דברים;4;(5, 4, 12, 28, 257098);וידבר יהוה אליכם מתוך האש קול דברים אתם שמעים ותמונה אינכם ראים זולתי קול
(263570, 32, 4);[10, 30, 200, 90];330;צרלי;69196;(5, 7, 16, 18, 69196);כי;2;(5, 7, 16, 63, 263570);ואכלת את כל העמים אשר יהוה אלהיך נתן לך לא תחוס עינך עליהם ולא תעבד את אלהיהם כי מוקש הוא לך
(184496, 33, 4);[10, 30, 200, 90];330;צרלי;48772;(3, 26, 44, 4, 48772);בהיותם;3;(3, 26, 44, 11, 184496);ואף גם זאת בהיותם בארץ איביהם לא מאסתים ולא געלתים לכלתם להפר בריתי אתם כי אני יהוה אלהיהם
(13804, 34, 4);[10, 30, 200, 90];330;צרלי;3695;(1, 11, 26, 3, 3695);שבעים;4;(1, 11, 26, 11, 13804);ויחי תרח שבעים שנה ויולד את אברם את נחור ואת הרן
(166653, 34, 4);[10, 30, 200, 90];330;צרלי;44063;(3, 16, 13, 7, 44063);יהוה;1;(3, 16, 13, 21, 166653);ונתן את הקטרת על האש לפני יהוה וכסה ענן הקטרת את הכפרת אשר על העדות ולא ימות
(186448, 34, 4);[10, 30, 200, 90];330;צרלי;49291;(4, 1, 1, 16, 49291);מצרים;4;(4, 1, 1, 65, 186448);וידבר יהוה אל משה במדבר סיני באהל מועד באחד לחדש השני בשנה השנית לצאתם מארץ מצרים לאמר
